97;18;Gaworzyce;3796;76.75;2;216022
88;16;Międzybórz;5061;87.76;3;214053
109;20;Miękinia;20313;179.51;3;218033
90;16;Syców;16490;145.59;3;214073
91;16;Twardogóra;12596;167.86;3;214083
235;41;Jeziora Wielkie;4599;124.96;2;409022
92;17;Oława;33201;27.36;1;215011
258;45;Sośno;4619;162.6;2;413032
314;54;Międzyrzec Podlaski;15685;20.03;1;601011
856;124;Książ Wielki;4958;137.85;3;1208043
133;24;Walim;5341;79.15;2;221082
143;27;Sobótka;12968;136.29;3;223073
131;24;Mieroszów;6361;75.98;3;221063
155;29;Bogatynia;21834;136.12;3;225033
135;25;Wińsko;8005;249.44;2;222022
147;28;Ciepłowody;2987;77.07;2;224022
136;25;Wołów;21759;331.1;3;222033
170;31;Aleksandrów Kujawski;11627;7.23;1;401011
137;27;Czernica;22031;83.6;2;223012
149;28;Stoszowice;5224;110.6;2;224042
138;27;Długołęka;41872;212.96;2;223022
156;29;Pieńsk;8827;109.7;3;225043
141;27;Kobierzyce;24053;149.2;2;223052
146;28;Bardo;5131;73.22;3;224013
142;27;Mietków;3870;83.38;2;223062
182;32;Brzozie;3697;93.89;2;402042
145;27;Żórawina;13056;120.2;2;223092
150;28;Ząbkowice Śląskie;20890;146.41;3;224053
140;27;Kąty Wrocławskie;29193;176.71;3;223043
160;30;Wojcieszów;3512;32.18;1;226011
151;28;Ziębice;15856;222.68;3;224063
171;31;Ciechocinek;10349;15.31;1;401021
152;28;Złoty Stok;4158;75.26;3;224073
161;30;Złotoryja;14488;11.51;1;226021
153;29;Zawidów;3883;6.07;1;225011
196;33;Solec Kujawski;16562;175.06;3;403083
157;29;Sulików;5892;94.52;2;225052
162;30;Pielgrzymka;4297;104.85;2;226032
159;29;Zgorzelec;8704;137.12;2;225072
173;31;Aleksandrów Kujawski;11954;131.38;2;401042
165;30;Złotoryja;6961;145.09;2;226062
186;32;Osiek;3822;75.01;2;402082
163;30;Świerzawa;7132;159.9;3;226043
174;31;Bądkowo;4114;79.7;2;401052
166;6;Jelenia Góra;76570;109.3;1;261011
209;36;Zbójno;4264;84.28;2;405062
167;10;Legnica;93988;56.29;1;262011
175;31;Koneck;3147;67.85;2;401062
168;26;Wrocław;674312;292.81;1;264011
188;32;Zbiczno;4852;133.75;2;402102
177;31;Waganiec;4446;54.52;2;401082
197;35;Chełmno;18617;13.56;1;404011
178;31;Zakrzewo;3402;75.98;2;401092
183;32;Górzno;3781;119.71;3;402053
179;32;Brodnica;28715;23.15;1;402011
218;39;Gniewkowo;13800;179.64;3;407033
180;32;Bobrowo;6063;145.88;2;402022
185;32;Jabłonowo Pomorskie;8487;134.78;3;402073
181;32;Brodnica;9187;126.72;2;402032
198;35;Chełmno;6017;113.73;2;404022
189;33;Białe Błota;25012;122.25;2;403012
210;38;Grudziądz;13353;166.33;2;406012
191;33;Dobrcz;12340;130.09;2;403032
200;35;Lisewo;4979;86.34;2;404042
193;33;Nowa Wieś Wielka;10221;148.3;2;403052
194;33;Osielsko;17055;101.71;2;403062
201;35;Papowo Biskupie;4053;70.46;2;404052
195;33;Sicienko;10618;179.81;2;403072
211;38;Gruta;6099;123.73;2;406022
202;35;Stolno;5169;98.53;2;404062
220;39;Janikowo;12584;91.97;3;407053
203;35;Unisław;6732;72.55;2;404072
214;38;Rogóźno;4018;116.31;2;406052
205;36;Ciechocin;3889;101.18;2;405022
206;36;Golub-Dobrzyń;8859;197.72;2;405032
212;38;Łasin;7499;136.43;3;406033
208;36;Radomin;3984;80.8;2;405052
222;39;Pakość;9284;86.52;3;407073
213;38;Radzyń Chełmiński;4485;91.15;3;406043
216;39;Inowrocław;68906;30.42;1;407011
225;40;Lipno;13621;11;1;408011
217;39;Dąbrowa Biskupia;4936;147.19;2;407022
219;39;Inowrocław;12007;171.63;2;407042
224;39;Złotniki Kujawskie;8862;135.59;2;407092
289;50;Płużnica;4565;119.19;2;417042
262;46;Drzycim;4812;108.44;2;414032
276;48;Łysomice;10710;126.95;2;415062
263;46;Jeżewo;7762;155.9;2;414042
316;54;Biała Podlaska;15155;325.42;2;601032
266;46;Osie;5469;209.61;2;414072
277;48;Obrowo;19657;162.28;2;415072
269;46;Świekatowo;3502;64.55;2;414102
290;50;Wąbrzeźno;8378;200.73;2;417052
270;46;Warlubie;6195;201.08;2;414112
279;48;Zławieś Wielka;15724;177.95;2;415092
265;46;Nowe;9771;106.66;3;414063
302;52;Lubraniec;8844;147.99;3;418123
268;46;Świecie;33135;174.97;3;414093
280;49;Cekcyn;6745;253.12;2;416012
271;48;Chełmża;13906;7.84;1;415011
291;52;Kowal;3365;4.68;1;418011
272;48;Chełmża;9600;178.89;2;415022
281;49;Gostycyn;4965;135.75;2;416022
274;48;Lubicz;21066;105.74;2;415042
328;54;Sosnówka;2203;148.37;2;601152
275;48;Łubianka;7769;84.52;2;415052
282;49;Kęsowo;4203;109.23;2;416032
293;52;Boniewo;3221;77.65;2;418032
284;49;Śliwice;5568;174.71;2;416052
305;53;Gąsawa;5022;135.84;2;419022
285;49;Tuchola;19932;239.81;3;416063
295;52;Choceń;7736;99.89;2;418052
286;50;Wąbrzeźno;13220;8.53;1;417011
317;54;Drelów;5116;228.11;2;601042
288;50;Książki;3884;86.28;2;417032
308;53;Rogowo;6682;178.86;2;419052
297;52;Fabianki;10157;75.83;2;418072
356;58;Sawin;5212;187.66;2;603102
299;52;Kowal;3871;114.9;2;418092
306;53;Janowiec Wielkopolski;8575;130.72;3;419033
303;52;Włocławek;7307;218.93;2;418132
318;54;Janów Podlaski;4985;135.76;2;601052
294;52;Brześć Kujawski;11042;150.96;3;418043
307;53;Łabiszyn;10543;166.86;3;419043
296;52;Chodecz;5586;122.08;3;418063
330;54;Tuczna;2815;169.57;2;601172
301;52;Lubień Kujawski;6910;150.89;3;418113
309;53;Żnin;23163;251.6;3;419063
319;54;Kodeń;3342;151.04;2;601062
311;37;Grudziądz;90275;57.76;1;462011
337;56;Frampol;5750;107.65;3;602053
312;47;Toruń;197112;115.72;1;463011
321;54;Leśna Podlaska;4049;98.22;2;601082
313;51;Włocławek;103535;85.09;1;464011
331;54;Wisznice;4565;173.2;2;601182
315;54;Terespol;5254;10.11;1;601021
322;54;Łomazy;4666;198.55;2;601092
332;54;Zalesie;4121;147.12;2;601192
323;54;Międzyrzec Podlaski;10224;260.94;2;601102
338;56;Goraj;3917;67.87;3;602063
324;54;Piszczac;6799;170.19;2;601112
334;56;Aleksandrów;3204;54.26;2;602022
326;54;Rossosz;2104;76.49;2;601132
327;54;Sławatycze;2301;71.89;2;601142
339;56;Józefów;6490;126.45;3;602073
335;56;Biłgoraj;13621;262.58;2;602032
336;56;Biszcza;3732;106.29;2;602042
347;58;Rejowiec Fabryczny;4051;14.28;1;603011
341;56;Łukowa;4013;148.72;2;602092
342;56;Obsza;4069;113.23;2;602102
348;58;Białopole;2853;103.61;2;603022
343;56;Potok Górny;5130;111.14;2;602112
345;56;Tereszpol;3850;144.03;2;602132
349;58;Pokrówka;15169;224.37;2;603032
351;58;Dubienka;2120;96.12;2;603052
352;58;Kamień;4092;96.79;2;603062
353;58;Leśniowice;3374;117.69;2;603072
355;58;Ruda-Huta;4192;112.21;2;603092
409;63;Uścimów;3016;107.08;2;608132
393;62;Trzydnik Duży;6105;104.11;2;607072
432;67;Łuków;27719;35.75;1;611011
395;62;Wilkołaz;5373;81.7;2;607092
401;63;Kamionka;6439;111.41;3;608053
394;62;Urzędów;8271;118.55;3;607083
422;64;Wojciechów;6016;80.77;2;609132
397;63;Lubartów;20306;13.92;1;608011
402;63;Kock;5848;101.08;3;608063
398;63;Abramów;3872;84.5;2;608022
459;70;Janowiec;3628;78.82;2;614032
399;63;Firlej;5717;126.47;2;608032
411;64;Borzechów;3754;67.47;2;609022
403;63;Lubartów;12051;158.99;2;608072
423;64;Jakubowice Murowane;14009;72.75;2;609142
404;63;Michów;5586;136.04;2;608082
413;64;Garbów;8973;102.6;2;609042
405;63;Niedźwiada-Kolonia;6203;95.76;2;608092
434;67;Adamów;5237;98.68;2;611032
408;63;Serniki;4788;75.59;2;608122
424;64;Wysokie;4191;113.9;2;609152
414;64;Dominów;14043;64.24;2;609052
449;68;Wilków;4230;77.93;2;612072
415;64;Jabłonna;8205;131.19;2;609062
425;64;Zakrzew;2715;75.41;2;609162
417;64;Konopnica;15599;93.06;2;609082
435;67;Krzywda;9889;160.97;2;611042
418;64;Krzczonów;4154;128;2;609092
412;64;Bychawa;11098;146.43;3;609033
419;64;Niedrzwica Duża;11893;106.74;2;609102
472;71;Komarówka Podlaska;3911;137.96;2;615052
420;64;Niemce;21383;141.12;2;609112
426;66;Cyców;7717;148.08;2;610012
436;67;Łuków;18401;307.55;2;611052
427;66;Ludwin;5603;122.17;2;610022
447;68;Opole Lubelskie;16537;193.73;3;612053
430;66;Puchaczów;5553;91.53;2;610052
438;67;Stanin;9296;160.8;2;611072
431;66;Spiczyn;5950;83.15;2;610062
461;70;Końskowola;8534;89.88;2;614052
428;66;Łęczna;22626;75.14;3;610033
448;68;Poniatowa;13394;84.53;3;612063
439;67;Stoczek Łukowski;7304;173.46;2;611082
440;67;Trzebieszów Drugi;7154;140.53;2;611092
450;69;Dębowa Kłoda;3646;188.39;2;613012
441;67;Wojcieszków;6564;108.93;2;611102
463;70;Markuszów;2901;40.4;2;614072
443;68;Chodel;6396;108.38;2;612012
451;69;Jabłoń;3615;110.35;2;613022
445;68;Karczmiska;5366;95.11;2;612032
474;71;Ulan-Majorat;5588;107.77;2;615072
446;68;Łaziska;4635;109.28;2;612042
454;69;Podedwórze;1524;107.13;2;613052
465;70;Puławy;12194;161.18;2;614092
455;69;Siemień;4323;111.21;2;613062
484;73;Piaski;10332;169.85;3;617033
456;69;Sosnowica;2358;171.59;2;613072
466;70;Wąwolnica;4380;62.4;2;614102
453;69;Parczew;13995;146.8;3;613043
475;71;Wohyń;6281;178.16;2;615082
458;70;Baranów;3661;84.92;2;614022
460;70;Kazimierz Dolny;6342;72.41;3;614043
476;72;Dęblin;14504;38.33;1;616011
464;70;Nałęczów;8694;62.93;3;614083
468;71;Radzyń Podlaski;14620;19.31;1;615011
477;72;Kłoczew;6874;143.02;2;616022
469;71;Borki;5804;111.72;2;615022
471;71;Kąkolewnica;7687;147.5;2;615042
480;72;Stężyca;4846;116.05;2;616052
481;72;Ułęż;2889;83.4;2;616062
479;72;Ryki;19443;161.71;3;616043
482;73;Świdnik;37396;20.35;1;617011
485;73;Rybczewice Drugie;3251;99.13;2;617042
486;73;Trawniki;8544;84.16;2;617052
523;55;Biała Podlaska;55100;49.4;1;661011
524;57;Chełm;58805;35.28;1;662011
525;65;Lublin;332852;147.45;1;663011
526;77;Zamość;59603;30.33;1;664011
528;78;Bogdaniec;7129;111.72;2;801022
529;78;Deszczno;10393;168.31;2;801032
530;78;Kłodawa;9063;234.72;2;801042
531;78;Lubiszyn;6984;205.26;2;801052
532;78;Santok;9238;169.39;2;801062
533;78;Witnica;12213;278.67;3;801073
534;80;Gubin;15955;20.68;1;802011
535;80;Bobrowice;3085;185.25;2;802022
536;80;Bytnica;2329;208.72;2;802032
538;80;Gubin;7187;379.6;2;802052
540;80;Maszewo;2740;213.84;2;802072
539;80;Krosno Odrzańskie;17268;211.51;3;802063
541;81;Bledzew;4006;247.46;2;803012
543;81;Przytoczna;5376;184.83;2;803032
544;81;Pszczew;4246;177.63;2;803042
545;81;Skwierzyna;11700;284.82;3;803053
546;81;Trzciel;6277;177.49;3;803063
547;82;Nowa Sól;36569;21.8;1;804011
549;82;Kolsko;3261;80.72;2;804032
551;82;Nowa Sól;7203;175.96;2;804052
554;82;Siedlisko;3358;92.16;2;804082
548;82;Bytom Odrzański;5142;52.38;3;804023
550;82;Kożuchów;15411;179.18;3;804043
553;82;Otyń;7006;91.68;3;804073
556;83;Górzyca;4104;145.42;2;805022
555;83;Cybinka;6305;279.71;3;805013
557;83;Ośno Lubuskie;6228;197.65;3;805033
558;83;Rzepin;9440;190.98;3;805043
559;83;Słubice;20037;185.58;3;805053
562;84;Stare Kurowo;3938;77.57;2;806032
564;84;Zwierzyn;4200;100.13;2;806052
561;84;Drezdenko;16588;399.87;3;806023
563;84;Strzelce Krajeńskie;16439;318.97;3;806043
565;85;Krzeszyce;4584;194.17;2;807012
567;85;Słońsk;4700;158.65;2;807032
566;85;Lubniewice;3042;129.69;3;807023
568;85;Sulęcin;15261;320.07;3;807043
569;85;Torzym;6415;375.31;3;807053
570;86;Lubrza;3598;122.21;2;808012
572;86;Skąpe;5174;181.4;2;808032
573;86;Szczaniec;3719;113.33;2;808042
574;86;Świebodzin;29280;226.47;3;808053
604;87;Sława;12472;327.1;3;812013
605;87;Szlichtyngowa;4840;99.77;3;812023
606;87;Wschowa;20371;197.46;3;812033
582;89;Świdnica;6771;160.95;2;809072
583;89;Trzebiechów;3207;80.96;2;809082
584;89;Zabór;4600;93.38;2;809092
578;89;Czerwieńsk;10028;195.48;3;809033
579;89;Kargowa;5897;128.53;3;809043
580;89;Nowogród Bobrzański;9067;259.68;3;809053
581;89;Sulechów;26026;236.68;3;809063
586;90;Żagań;24130;40.38;1;810021
587;90;Brzeźnica;3520;122.19;2;810032
590;90;Niegosławice;4286;136.36;2;810062
593;90;Żagań;7178;280.66;2;810092
588;90;Iłowa;6500;153.06;3;810043
589;90;Małomice;5155;79.6;3;810053
594;91;Łęknica;2290;16.43;1;811011
595;91;Żary;35673;33.24;1;811021
596;91;Brody;3226;240.15;2;811032
612;92;Kleszczów;6138;104.03;2;1001042
613;92;Kluki;4341;118.63;2;1001052
614;92;Rusiec;4900;99.91;2;1001062
616;92;Zelów;14507;167.11;3;1001083
618;94;Bedlno;5207;126.03;2;1002022
619;94;Dąbrowice;1808;46.15;3;1002033
621;94;Krzyżanów;4043;103.06;2;1002052
623;94;Łanięta;2238;54.89;2;1002072
624;94;Nowe Ostrowy;3261;71.55;2;1002082
625;94;Oporów;2418;67.82;2;1002092
620;94;Krośniewice;7922;94.72;3;1002043
627;94;Żychlin;11233;76.64;3;1002113
628;95;Buczek;5067;92.21;2;1003012
631;95;Widawa;6992;178.44;2;1003042
632;95;Wodzierady;3697;82.29;2;1003052
629;95;Łask;27155;145.35;3;1003023
633;96;Łęczyca;13340;8.95;1;1004011
636;96;Grabów;5421;154.97;2;1004042
637;96;Łęczyca;8291;150.58;2;1004052
640;96;Witonia;3078;60.45;2;1004082
638;96;Piątek;5671;133.18;3;1004063
641;97;Łowicz;26582;23.42;1;1005011
642;97;Bielawy;5159;163.91;2;1005022
644;97;Domaniewice;4535;86.26;2;1005042
645;97;Kiernozia;3167;76.17;2;1005052
646;97;Kocierzew Południowy;4089;93.7;2;1005062
647;97;Łowicz;7666;133.09;2;1005072
649;97;Nieborów;9279;103.91;2;1005092
650;97;Zduny;5286;128.56;2;1005102
651;98;Andrespol;14539;25.74;2;1006022
654;98;Nowosolna;5533;53.98;2;1006082
653;98;Koluszki;23048;154.85;3;1006073
6;1;Warta Bolesławiecka;8464;110.48;2;201062
11;2;Dzierżoniów;9215;141.07;2;202052
15;3;Głogów;7063;84.79;2;203022
19;3;Żukowice;3436;68.24;2;203062
24;5;Jawor;21264;18.8;1;205011
29;5;Wądroże Wielkie;3795;89.04;2;205062
41;7;Lubawka;10319;138.06;3;207033
33;8;Szklarska Poręba;5873;75.45;1;206041
38;8;Stara Kamienica;5293;110.55;2;206092
47;9;Polanica-Zdrój;6141;17.22;1;208051
48;9;Bystrzyca Kłodzka;17728;338.54;3;208063
56;9;Szczytna;6985;132.37;3;208143
61;11;Legnickie Pole;5272;85.38;2;209052
66;12;Świeradów-Zdrój;4080;20.72;1;210021
69;12;Olszyna;6360;47.13;3;210053
75;13;Ścinawa;9501;164.43;3;211043
80;14;Wleń;3964;86;3;212053
84;16;Oleśnica;35640;20.96;1;214011
85;16;Bierutów;9465;146.96;3;214023
93;17;Domaniów;4962;94.44;2;215022
98;18;Grębocice;5263;121.7;2;216032
101;18;Radwanice;4905;84.17;2;216062
96;18;Chocianów;12503;221.69;3;216013
99;18;Polkowice;26910;167.66;3;216043
100;18;Przemków;7932;107.73;3;216053
102;19;Borów;5079;98.59;2;217012
103;19;Kondratowice;4046;98.27;2;217022
104;19;Przeworno;4580;111.9;2;217032
105;19;Strzelin;21545;171.32;3;217043
106;19;Wiązów;6989;141.87;3;217053
107;20;Kostomłoty;7229;146;2;218012
108;20;Malczyce;5714;52.71;2;218022
111;20;Udanin;4909;110.9;2;218052
110;20;Środa Śląska;19813;215.08;3;218043
112;21;Świdnica;54192;21.76;1;219011
113;21;Świebodzice;22110;30.44;1;219021
114;21;Dobromierz;4978;86.2;2;219032
116;21;Marcinowice;6298;95.24;2;219052
118;21;Świdnica;17806;207.78;2;219072
115;21;Jaworzyna Śląska;10244;67.51;3;219043
117;21;Strzegom;24577;144.64;3;219063
119;21;Żarów;12238;87.85;3;219083
123;22;Wisznia Mała;11669;103.33;2;220042
124;22;Zawonia;5826;117.45;2;220052
120;22;Oborniki Śląskie;20884;154.27;3;220013
121;22;Prusice;9320;157.99;3;220023
122;22;Trzebnica;25000;199.97;3;220033
125;22;Żmigród;14281;291.78;3;220063
126;24;Boguszów-Gorce;14535;27.02;1;221011
127;24;Jedlina-Zdrój;4766;17.44;1;221021
128;24;Szczawno-Zdrój;5257;14.81;1;221031
129;24;Czarny Bór;4804;66.41;2;221042
132;24;Stare Bogaczowice;4266;87.21;2;221072
130;24;Głuszyca;8204;62.2;3;221053
134;25;Brzeg Dolny;16280;94.41;3;222013
139;27;Jordanów Śląski;3261;56.74;2;223032
144;27;Siechnice;28553;98.82;3;223083
148;28;Kamieniec Ząbkowicki;7600;96.39;3;224033
154;29;Zgorzelec;29542;15.88;1;225021
158;29;Węgliniec;7958;339.2;3;225063
164;30;Zagrodno;4887;122.34;2;226052
169;23;Wałbrzych;103263;84.68;1;265011
172;31;Nieszawa;1762;9.77;1;401031
176;31;Raciążek;3202;32.88;2;401072
184;32;Bartniczka;4614;83.34;2;402062
187;32;Świedziebnia;4955;103.67;2;402092
190;33;Dąbrowa Chełmińska;8509;124.97;2;403022
192;33;Koronowo;23516;411.64;3;403043
199;35;Kijewo Królewskie;4333;71.84;2;404032
204;36;Golub-Dobrzyń;11577;7.5;1;405011
207;36;Kowalewo Pomorskie;11211;141.2;3;405043
215;38;Świecie Nad Osą;3815;94.84;2;406062
223;39;Rojewo;4489;119.77;2;407082
221;39;Kruszwica;18161;262.53;3;407063
226;40;Bobrowniki;3019;95.38;2;408022
227;40;Chrostkowo;2828;74.1;2;408032
229;40;Kikół;6740;98.32;2;408052
230;40;Lipno;11574;210.04;2;408062
232;40;Tłuchowo;4459;99.34;2;408082
233;40;Wielgie;6755;133.66;2;408092
228;40;Dobrzyń nad Wisłą;7254;116.09;3;408043
231;40;Skępe;7164;178.8;3;408073
234;41;Dąbrowa;4398;110.28;2;409012
236;41;Mogilno;24031;256.3;3;409033
237;41;Strzelno;11034;183.61;3;409043
241;42;Sadki;6918;153.79;2;410042
238;42;Kcynia;12398;296.88;3;410013
239;42;Mrocza;8923;150.54;3;410023
240;42;Nakło nad Notecią;30260;186.95;3;410033
242;42;Szubin;24913;332.29;3;410053
243;43;Radziejów;5198;5.69;1;411011
244;43;Bytoń;3381;73.36;2;411022
245;43;Dobre;5022;70.81;2;411032
246;43;Osięciny;7370;123.12;2;411042
248;43;Radziejów;4294;92.65;2;411062
249;43;Topólka;4566;102.87;2;411072
247;43;Piotrków Kujawski;8802;138.72;3;411053
250;44;Rypin;15697;10.96;1;412011
251;44;Brzuze;4928;86.39;2;412022
252;44;Rogowo;4632;139.84;2;412032
253;44;Rypin;7246;132.11;2;412042
254;44;Skrwilno;5468;123.96;2;412052
255;44;Wąpielsk;3715;93.45;2;412062
256;45;Kamień Krajeński;6644;163.33;3;413013
257;45;Sępólno Krajeńskie;15213;229.08;3;413023
781;93;Jeżów;3206;64.08;3;1021043
687;103;Rozprza;12235;163.19;3;1010083
746;111;Ujazd;7382;96.73;3;1016103
259;45;Więcbork;12989;235.94;3;413043
260;46;Bukowiec;4946;110.97;2;414012
261;46;Dragacz;6915;111.88;2;414022
264;46;Lniano;4126;88.33;2;414052
267;46;Pruszcz;9281;141.82;3;414083
273;48;Czernikowo;8966;170.14;2;415032
278;48;Wielka Nieszawka;5158;216.28;2;415082
283;49;Lubiewo;5794;162.76;2;416042
287;50;Dębowa Łąka;2982;86.1;2;417022
292;52;Baruchowo;3336;106.64;2;418022
300;52;Lubanie;4364;69.41;2;418102
298;52;Izbica Kujawska;7307;132.11;3;418083
304;53;Barcin;14372;120.87;3;419013
310;34;Bydgoszcz;334026;175.96;1;461011
320;54;Konstantynów;3866;86.92;2;601072
325;54;Rokitno;2771;140.88;2;601122
329;54;Kobylany;6173;141.49;2;601162
333;56;Biłgoraj;25268;21.1;1;602011
340;56;Księżpol;6731;141.28;2;602082
346;56;Turobin;5680;162.17;2;602142
344;56;Tarnogród;6316;114.23;3;602123
350;58;Dorohusk;5990;192.42;2;603042
354;58;Rejowiec Fabryczny;4077;87.76;2;603082
358;58;Wierzbica-Osiedle;4789;145.8;2;603122
359;58;Wojsławice;3502;110.43;2;603132
360;58;Żmudź;2837;136.11;2;603142
361;58;Rejowiec;6058;106.2;3;603153
357;58;Siedliszcze;6541;154.14;3;603113
362;59;Hrubieszów;16563;33.03;1;604011
363;59;Dołhobyczów;4805;214.74;2;604022
364;59;Horodło;4914;130.23;2;604032
365;59;Hrubieszów;9370;259.21;2;604042
366;59;Mircze;6372;234.88;2;604052
367;59;Trzeszczany;3825;90.29;2;604062
368;59;Uchanie;4176;120.66;2;604072
369;59;Werbkowice;8602;187.15;2;604082
370;60;Batorz;3111;70.84;2;605012
371;60;Chrzanów;2722;71.82;2;605022
372;60;Dzwola;6013;200.38;2;605032
373;60;Godziszów Trzeci;5533;101.47;2;605042
376;60;Potok Wielki;4517;99.46;2;605072
374;60;Janów Lubelski;14942;178.72;3;605053
375;60;Modliborzyce;6800;152.61;3;605063
377;61;Krasnystaw;17702;42.13;1;606011
378;61;Fajsławice;4512;70.66;2;606022
379;61;Gorzków;3293;96.64;2;606032
381;61;Krasnystaw;8245;150.79;2;606052
382;61;Kraśniczyn;3470;110.09;2;606062
383;61;Łopiennik Górny;3618;106.22;2;606072
384;61;Rudnik;2769;88.51;2;606092
385;61;Siennica Różana;3888;98.41;2;606102
386;61;Żółkiewka - Osada;4962;129.69;2;606112
380;61;Izbica;7810;138.28;3;606043
387;62;Kraśnik;32189;26.1;1;607011
389;62;Dzierzkowice;5243;87.29;2;607032
390;62;Gościeradów Ukazowy;6905;159.29;2;607042
391;62;Kraśnik;7069;104.65;2;607052
392;62;Szastarka;5530;73.31;2;607062
396;62;Zakrzówek;6201;99.17;2;607102
388;62;Annopol;8118;151.13;3;607023
400;63;Jeziorzany;2520;66.46;2;608042
407;63;Ostrówek-Kolonia;3738;89.8;2;608112
406;63;Ostrów Lubelski;5062;121.58;3;608103
416;64;Panieńszczyzna;15163;113.13;2;609072
421;64;Strzyżewice;8105;108.79;2;609122
410;64;Bełżyce;12828;133.98;3;609013
429;66;Milejów;8713;116.54;2;610042
433;67;Stoczek Łukowski;2401;9.15;1;611021
437;67;Serokomla;3722;77.34;2;611062
442;67;Wola Mysłowska;4434;121.09;2;611112
444;68;Józefów nad Wisłą;6168;141.54;3;612023
452;69;Milanów;3473;116.72;2;613032
457;70;Puławy;44755;50.49;1;614011
462;70;Kurów;7414;101.09;2;614062
467;70;Żyrzyn;6196;129.24;2;614112
470;71;Czemierniki;4093;107.49;2;615032
473;71;Radzyń Podlaski;7912;155.09;2;615062
478;72;Nowodwór;3930;71.92;2;616032
483;73;Mełgiew;10602;94.86;2;617022
487;74;Tomaszów Lubelski;18291;13.29;1;618011
488;74;Bełżec;3206;33.53;2;618022
489;74;Jarczów;3225;106.64;2;618032
490;74;Krynice;3064;73.56;2;618042
493;74;Rachanie;4701;94.3;2;618072
494;74;Susiec;7085;190.74;2;618082
495;74;Tarnawatka;3811;82.86;2;618092
496;74;Telatyn;3660;109.65;2;618102
497;74;Tomaszów Lubelski;11055;170.87;2;618112
499;74;Ulhówek;4125;146.65;2;618132
491;74;Lubycza Królewska;5716;208.06;3;618053
492;74;Łaszczów;5626;128.3;3;618063
498;74;Tyszowce;5240;128.31;3;618123
500;75;Włodawa;12364;17.97;1;619011
501;75;Hanna;2573;139.34;2;619022
502;75;Hańsk;3497;179.95;2;619032
503;75;Stary Brus;1881;131.59;2;619042
